Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United Kingdom,33750,4,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,132000,3,0,1,10000,Not remote,4,0,0,0,1,0,0,0,0,1,0,0,0,1
United States,119000,12,1,1,10000,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,80000,3,1,1,10,Not remote,10,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,148000,20,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,6,0,1,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,1.00E+05,20,1,1,10000,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,1
United States,1.00E+05,3,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48125,4,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,5,1,0,20,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,41250,2,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,88500,4,0,0,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,60000,1,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,20,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,81250,20,1,1,1000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,75757.57576,16,1,0,20,Not remote,8,1,0,0,0,1,0,0,0,1,0,0,0,1
Canada,87121.21212,14,0,1,100,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,1,1
Canada,64393.93939,16,0,0,1,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,120000,10,0,0,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,55000,5,0,1,5000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,131000,14,0,1,1000,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,66000,2,0,1,10,Not remote,7,1,1,0,0,0,0,0,0,0,0,0,0,1
United States,89000,2,0,1,1000,Not remote,0,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,50750,4,0,0,10000,Not remote,6,0,0,0,1,1,0,0,0,0,0,0,0,0
Canada,45454.54545,11,0,1,10000,Not remote,2,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,52000,20,1,1,1,Not remote,8,0,0,1,1,0,0,0,1,0,0,0,0,0
United Kingdom,43750,6,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,106000,18,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,10,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,75757.57576,20,0,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,7,0,1,1,Not remote,4,0,0,0,0,0,0,0,0,0,1,0,1,1
United States,135000,20,0,0,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,110000,20,0,1,100,Remote,8,0,0,1,0,0,0,0,1,0,0,0,1,0
United States,120000,20,1,1,100,Remote,8,0,1,1,1,0,0,0,1,0,0,0,1,0
United States,173000,20,1,0,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,1,0
Canada,41666.66667,4,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,62121.21212,10,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000,2,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,180000,13,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,4,0,1,10000,Not remote,7,0,0,0,0,0,0,1,0,0,1,0,0,1
United Kingdom,52500,3,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,8,0,0,10,Not remote,8,1,0,1,0,0,0,0,0,0,0,0,0,0
United States,76000,20,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,59139.78495,2,0,1,10000,Not remote,9,0,0,0,0,0,0,0,1,0,0,0,0,0
United States,68000,2,0,1,10,Remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,40000,1,0,1,100,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,14,0,0,20,Remote,7,0,1,0,0,0,0,0,0,0,0,0,0,0
Germany,59139.78495,6,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,40000,4,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,8,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,73000,2,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,31818.18182,2,1,1,10,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,1
United States,45000,2,0,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,68000,3,1,0,1,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,72727.27273,17,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,110000,2,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,130000,20,0,0,500,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,49242.42424,1,0,0,20,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,135000,11,1,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,87000,14,1,1,500,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,121000,20,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,28125,2,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,50000,1,0,0,20,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,53030.30303,15,1,1,500,Not remote,10,1,1,1,0,1,1,1,1,0,1,1,1,1
United States,75000,4,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,153000,5,1,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,110000,9,0,1,1000,Remote,8,1,0,0,0,0,0,0,0,1,0,0,0,0
United Kingdom,71250,9,0,1,20,Not remote,7,0,0,1,0,1,1,0,0,0,0,0,0,1
Canada,33621.21212,2,0,0,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,42424.24242,3,0,1,10000,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,90000,2,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,80000,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,65060,4,1,1,1,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,66129.03226,20,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,30000,2,1,1,10,Not remote,6,0,1,1,0,0,0,1,1,0,0,0,0,1
United States,145600,20,0,1,10000,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,0
Canada,49242.42424,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,175000,13,0,1,20,Remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United Kingdom,82500,9,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,2,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,56818.18182,3,0,0,100,Not remote,10,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,145000,18,1,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,55000,4,0,1,1000,Not remote,6,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,1.00E+05,4,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,20,1,0,1,Remote,8,1,0,1,1,0,0,0,0,1,1,0,0,0
Canada,37878.78788,1,0,1,10,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,125000,8,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,145000,17,0,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,180000,20,0,0,20,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,75000,2,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,126500,20,1,1,1000,Remote,10,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,126000,20,1,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.09677,5,1,1,20,Not remote,5,0,0,1,0,1,0,0,0,0,1,0,0,1
United States,51000,1,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,77250,2,1,1,100,Not remote,6,0,0,0,1,0,0,0,0,0,1,0,0,0
United States,103000,20,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,109000,20,1,1,10000,Not remote,8,0,0,1,0,0,0,0,1,0,0,0,0,0
United States,17000,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,122500,13,0,1,500,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,41666.66667,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,3,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,156000,4,0,0,10000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,80000,1,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,76000,4,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,105000,20,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,65000,3,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,108000,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,34090.90909,8,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,18125,3,1,0,1000,Not remote,10,1,0,0,1,0,0,0,0,0,0,0,0,0
Germany,59139.78495,14,1,1,100,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,180000,20,0,1,10000,Not remote,10,0,1,1,0,0,0,0,0,0,0,1,0,0
United States,110000,2,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,70000,1,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115668,1,0,1,10000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,74242.42424,14,0,1,100,Not remote,9,1,1,1,1,1,1,0,0,0,0,1,0,0
United States,73000,4,0,0,10000,Not remote,5,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,70000,8,1,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,118000,13,0,1,20,Remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,62000,3,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,40000,2,0,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,51250,14,0,1,10000,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,0,1
Canada,75757.57576,10,0,1,20,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,1,1
India,24959.62414,9,1,1,100,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,0
Germany,59139.78495,3,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,75000,3,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,70000,10,0,1,10000,Not remote,8,0,0,1,1,0,0,0,0,0,0,1,0,1
United States,45000,7,1,1,1,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
Canada,34090.90909,2,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,53000,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,72000,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,122400,20,0,0,100,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,54000,2,0,0,10000,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,1,1
United States,143000,11,1,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,170000,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,18750,1,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,0,0,1,1000,Not remote,7,1,0,1,1,0,1,0,0,1,1,0,0,0
United States,115000,4,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,77000,1,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,125000,17,1,1,100,Not remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1
United States,160000,9,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,91500,7,0,0,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,123456,8,0,0,20,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,36000,2,0,1,10,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,45454.54545,8,1,0,20,Not remote,10,0,0,0,0,1,0,0,0,0,1,1,0,1
United States,56000,4,0,0,100,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,193750,17,1,1,10000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
Germany,41935.48387,4,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,127500,7,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,68181.81818,15,0,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,83333.33333,11,1,0,100,Not remote,8,0,0,0,1,0,0,0,0,1,0,0,0,0
United States,195000,20,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,45454.54545,1,0,1,100,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,64000,1,0,0,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,88000,18,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,80681.81818,4,0,0,20,Remote,6,0,0,0,1,1,0,0,0,0,0,0,0,1
United States,60000,10,0,1,10,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,70000,6,0,1,10,Not remote,8,1,0,1,0,0,0,0,0,0,0,0,0,1
United States,71000,3,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,1,0,0,0,0
Canada,49242.42424,3,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,1,0,1
United States,130000,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,31250,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,67200,3,0,1,10000,Not remote,8,1,1,0,0,0,0,1,0,0,1,0,1,1
United States,95900,20,1,1,5000,Not remote,8,0,1,1,1,1,1,0,0,0,1,1,1,1
United Kingdom,52500,10,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,66000,2,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,82500,3,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,74967.5,7,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,62500,5,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,115000,20,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,16,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,82000,6,0,1,10000,Not remote,9,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,180000,20,1,1,1000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,1
United States,90000,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,19,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,47727.27273,3,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,140000,20,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,91000,11,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,79569.89247,4,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,4,0,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,89500,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,65000,1,0,0,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,113000,9,0,1,10000,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,1,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,143181.8182,4,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,68000,1,1,1,10,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,1.00E+05,16,1,1,1,Not remote,10,1,0,0,0,1,0,0,0,0,0,0,1,1
United States,123000,12,0,0,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,150000,20,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8956.100426,4,1,1,5000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,105000,5,0,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,40000,6,1,1,1,Not remote,10,0,0,0,0,0,1,0,0,1,1,0,0,0
United States,83000,1,1,1,1000,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,175000,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,51515.15152,1,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,121000,10,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,87500,8,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.19777,4,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,142500,10,1,1,20,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,14,0,1,1,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,90000,20,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,3,0,1,10000,Not remote,7,1,0,0,1,1,0,0,0,0,0,0,0,0
United Kingdom,38580,13,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,3,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.19777,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
India,4404.639554,1,1,0,10000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.711643,1,1,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,56250,3,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,81000,2,1,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,75000,7,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.09677,3,0,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500,5,1,1,1,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,55913.97849,6,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,175000,9,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,53750,20,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,58064.51613,5,0,1,1000,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,1
United Kingdom,41250,7,1,1,1,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,0,1
Germany,91397.84946,15,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
India,10277.49229,3,0,1,20,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,149000,20,1,1,5000,Remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
India,11745.70548,10,0,1,10000,Remote,7,1,0,1,0,0,0,0,0,0,0,0,0,0
United States,167000,20,1,1,1,Not remote,10,0,1,1,1,1,0,0,0,0,0,0,1,1
United States,85000,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100400,11,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,30000,1,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,16,1,0,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,112500,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,17,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,53750,5,1,1,100,Not remote,8,0,1,0,1,0,0,0,0,0,0,0,1,1
Canada,90909.09091,14,1,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
India,7047.423286,5,0,1,10000,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,115000,20,0,1,100,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,53763.44086,1,1,1,5000,Not remote,6,1,1,0,1,1,0,0,0,0,0,0,1,1
United States,110000,9,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,6,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37875,8,0,0,10,Not remote,5,0,0,0,0,1,0,0,0,0,0,1,1,1
Canada,49242.42424,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,45161.29032,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,108000,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,126000,20,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
India,8192.62957,1,0,1,5000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,24000,3,0,1,10,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,88750,11,1,1,5000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,12903.22581,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.09677,10,0,1,20,Not remote,6,0,1,1,0,0,0,1,0,0,0,0,0,0
United States,40000,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,24000,4,0,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,1,1
India,15959.47732,6,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,9,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.90323,6,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,110000,11,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,64516.12903,5,0,1,1000,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,92000,5,0,0,100,Not remote,5,0,0,1,1,0,0,0,1,0,0,0,0,0
Canada,90909.09091,16,1,1,500,Remote,10,1,0,0,1,0,0,0,0,0,1,0,1,0
Germany,64516.12903,20,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,19354.83871,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,29375,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,3,0,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,170000,14,0,1,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,59375,14,0,1,20,Not remote,7,1,0,1,1,0,0,0,1,0,0,0,0,1
United States,45000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,3,1,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,88000,15,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,1,1,1,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,45000,1,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,65000,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,84090.90909,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,72000,2,1,1,500,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,70000,1,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,42500,8,1,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,107250,9,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,4,0,1,1,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,72727.27273,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,35483.87097,18,1,1,1,Remote,7,0,0,0,0,1,0,0,1,0,0,0,0,0
Canada,75757.57576,20,1,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,1.00E+05,4,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.711643,2,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,109848.4848,20,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11011.59888,2,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,120000,15,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
