childid,catholic,race,number_places_lived,mom_age,dad_age,dad_education,mom_education,mom_score,dad_score,income,poverty,food_stamps,score_standardized
0395022C,0,"WHITE, NON-HISPANIC",1,49,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,35.78,150000.5,0,0,0.528699654
0396002C,0,ASIAN,1,46,43,SOME COLLEGE,BACHELOR'S DEGREE,61.56,35.78,87500.5,0,0,0.285753355
0396013C,0,"HISPANIC, RACE NOT SPECIFIED",1,46,62,8TH GRADE OR BELOW,8TH GRADE OR BELOW,33.42,34.95,45000.5,0,0,0.784616815
0396021C,0,"HISPANIC, RACE NOT SPECIFIED",1,31,41,9TH - 12TH GRADE,SOME COLLEGE,34.95,34.95,22500.5,1,0,1.250023688
0399012C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",2,39,39,SOME COLLEGE,SOME COLLEGE,35.78,35.92,150000.5,0,0,-0.152785304
0400001C,0,ASIAN,1,39,50,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,57.83,48.69,87500.5,0,0,-0.980861589
0400002C,0,ASIAN,1,47,50,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,57.83,62500.5,0,0,0.390755569
0400003C,0,ASIAN,1,36,44,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,77.5,77.5,200001,0,0,-1.01225931
0400004C,0,ASIAN,1,36,38,BACHELOR'S DEGREE,SOME COLLEGE,61.56,35.92,32500.5,0,0,0.515317019
0400005C,0,ASIAN,1,35,45,VOC/TECH PROGRAM,SOME COLLEGE,34.95,33.42,17500.5,1,1,0.440991922
0400008C,0,ASIAN,2,43,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,34.95,33.42,22500.5,1,0,2.033628446
0400010C,0,"WHITE, NON-HISPANIC",1,45,42,BACHELOR'S DEGREE,SOME COLLEGE,34.95,35.78,37500.5,0,0,1.903302169
0400011C,0,"WHITE, NON-HISPANIC",1,41,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,53.5,53.5,87500.5,0,0,0.685688258
0400018C,0,"HISPANIC, RACE NOT SPECIFIED",1,38,43,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,63.43,53.5,37500.5,0,0,1.979171415
0400020C,0,"HISPANIC, RACE NOT SPECIFIED",1,36,37,9TH - 12TH GRADE,9TH - 12TH GRADE,34.95,35.92,32500.5,0,0,-1.547358828
0400022C,0,"WHITE, NON-HISPANIC",1,52,45,SOME COLLEGE,SOME COLLEGE,38.18,38.18,62500.5,0,0,1.076255317
0400024C,0,"HISPANIC, RACE SPECIFIED",1,35,46,SOME COLLEGE,SOME COLLEGE,38.18,38.18,45000.5,0,0,-0.266331816
0403017C,0,"WHITE, NON-HISPANIC",1,35,36,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.78,150000.5,0,0,-0.19447736
0403020C,1,"WHITE, NON-HISPANIC",2,35,35,SOME COLLEGE,BACHELOR'S DEGREE,59,53.5,45000.5,0,0,0.408564768
0404001C,1,"WHITE, NON-HISPANIC",1,42,47,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,35.78,87500.5,0,0,-0.243581337
0404003C,1,"WHITE, NON-HISPANIC",1,42,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,53.5,62500.5,0,0,0.723468467
0404004C,1,"WHITE, NON-HISPANIC",2,38,40,SOME COLLEGE,SOME COLLEGE,38.18,64.89,62500.5,0,0,1.89043425
0404005C,1,"WHITE, NON-HISPANIC",1,39,39,SOME COLLEGE,BACHELOR'S DEGREE,38.18,39.18,87500.5,0,0,0.170868579
0404010C,1,"WHITE, NON-HISPANIC",1,41,45,VOC/TECH PROGRAM,BACHELOR'S DEGREE,38.18,39.18,62500.5,0,0,0.511508115
0404011C,1,"WHITE, NON-HISPANIC",1,36,38,BACHELOR'S DEGREE,SOME COLLEGE,77.5,53.5,62500.5,0,0,1.125462237
0404012C,0,"WHITE, NON-HISPANIC",1,37,37,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,53.5,87500.5,0,0,-0.257993405
0404013C,1,"HISPANIC, RACE NOT SPECIFIED",1,41,40,BACHELOR'S DEGREE,SOME COLLEGE,62.87,53.5,150000.5,0,0,0.849882897
0404014C,1,"WHITE, NON-HISPANIC",1,34,36,SOME COLLEGE,SOME COLLEGE,35.78,53.5,87500.5,0,0,-0.709605869
0404017C,1,"WHITE, NON-HISPANIC",1,40,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.18,87500.5,0,0,-1.267764698
0405004C,0,ASIAN,1,34,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,33.42,34.95,45000.5,0,0,0.47321319
0405007C,0,"WHITE, NON-HISPANIC",1,36,38,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,48.69,200001,0,0,0.242825979
0405011C,0,"WHITE, NON-HISPANIC",1,33,34,BACHELOR'S DEGREE,BACHELOR'S DEGREE,63.43,35.78,87500.5,0,0,1.123712201
0405017C,0,"WHITE, NON-HISPANIC",1,42,44,SOME COLLEGE,SOME COLLEGE,38.18,35.92,87500.5,0,0,0.686717692
0405020C,0,"WHITE, NON-HISPANIC",1,39,39,VOC/TECH PROGRAM,VOC/TECH PROGRAM,34.95,39.2,150000.5,0,0,0.957973412
0405024C,0,"WHITE, NON-HISPANIC",1,40,51,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,38.18,35.78,150000.5,0,0,0.675085094
0407001C,1,ASIAN,1,39,36,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",63.43,53.5,150000.5,0,0,-0.629721832
0407003C,1,"WHITE, NON-HISPANIC",1,46,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,53.5,39.18,87500.5,0,0,-0.750886151
0407004C,1,"WHITE, NON-HISPANIC",1,39,40,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,61.56,77.5,150000.5,0,0,0.721306656
0407006C,1,"WHITE, NON-HISPANIC",1,41,42,"MASTER'S DEGREE (MA, MS)",GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,61.56,35.78,37500.5,0,0,-0.880594769
0407007C,1,"WHITE, NON-HISPANIC",1,37,37,BACHELOR'S DEGREE,SOME COLLEGE,34.95,35.78,62500.5,0,0,-0.918374977
0407009C,1,"WHITE, NON-HISPANIC",1,43,44,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,61.56,53.5,87500.5,0,0,-1.256646816
0407012C,1,"WHITE, NON-HISPANIC",1,38,39,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",61.56,39.2,62500.5,0,0,-0.882550692
0407013C,1,"WHITE, NON-HISPANIC",1,44,46,SOME COLLEGE,SOME COLLEGE,38.18,39.2,62500.5,0,0,1.186713529
0407015C,1,"WHITE, NON-HISPANIC",1,39,39,BACHELOR'S DEGREE,BACHELOR'S DEGREE,35.78,53.5,150000.5,0,0,0.590053889
0407016C,1,"WHITE, NON-HISPANIC",1,43,46,BACHELOR'S DEGREE,SOME COLLEGE,38.18,38.18,87500.5,0,0,0.465286552
0407017C,1,"WHITE, NON-HISPANIC",1,42,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,150000.5,0,0,1.068740453
0407018C,1,"WHITE, NON-HISPANIC",1,31,43,BACHELOR'S DEGREE,SOME COLLEGE,34.95,34.95,87500.5,0,0,-0.840858637
0407019C,1,"WHITE, NON-HISPANIC",1,38,38,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.2,62500.5,0,0,-0.266331816
0407021C,1,"WHITE, NON-HISPANIC",1,37,38,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,53.5,87500.5,0,0,0.07770485
0407023C,1,"WHITE, NON-HISPANIC",1,46,47,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",72.1,64.89,87500.5,0,0,-0.211565956
0411002C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,41,41,SOME COLLEGE,SOME COLLEGE,34.95,34.95,87500.5,0,0,-0.866388587
0411004C,0,"WHITE, NON-HISPANIC",1,35,43,SOME COLLEGE,SOME COLLEGE,38.18,48.69,62500.5,0,0,-0.684281806
0411007C,0,"WHITE, NON-HISPANIC",1,37,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,53.5,35.92,87500.5,0,0,0.051660183
0411008C,0,"WHITE, NON-HISPANIC",1,36,34,BACHELOR'S DEGREE,SOME COLLEGE,61.56,61.56,62500.5,0,0,1.275965411
0411017C,0,"WHITE, NON-HISPANIC",1,37,38,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,62500.5,0,0,0.66973204
0411022C,0,"WHITE, NON-HISPANIC",1,34,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.18,45000.5,0,0,0.201133923
0414002C,0,"WHITE, NON-HISPANIC",1,37,41,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,57.83,57.83,62500.5,0,0,0.840515052
0414006C,0,"WHITE, NON-HISPANIC",1,35,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,34.95,33.42,62500.5,0,0,1.117123826
0414007C,0,"WHITE, NON-HISPANIC",1,39,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.78,37500.5,0,0,-0.201065734
0414008C,0,"WHITE, NON-HISPANIC",1,36,49,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,29.6,33.42,62500.5,0,0,0.659025931
0414013C,0,"WHITE, NON-HISPANIC",1,41,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,35.92,37500.5,0,0,0.697217913
0414020C,0,"WHITE, NON-HISPANIC",1,40,50,SOME COLLEGE,VOC/TECH PROGRAM,35.78,53.5,87500.5,0,0,-0.223816214
0418002C,0,"WHITE, NON-HISPANIC",1,43,40,SOME COLLEGE,SOME COLLEGE,53.5,39.18,150000.5,0,0,1.588501413
0418007C,0,"WHITE, NON-HISPANIC",1,44,53,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,35.78,62500.5,0,0,-1.935249361
0418009C,0,"WHITE, NON-HISPANIC",1,40,46,SOME COLLEGE,SOME COLLEGE,38.18,38.18,37500.5,0,0,0.524993693
0418014C,0,"WHITE, NON-HISPANIC",1,40,45,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,35.78,53.5,87500.5,0,0,1.400732748
0418018C,0,"WHITE, NON-HISPANIC",1,33,35,BACHELOR'S DEGREE,SOME COLLEGE,34.95,62.87,150000.5,0,0,2.362429497
0418020C,0,"WHITE, NON-HISPANIC",1,39,39,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,52.54,64.89,150000.5,0,0,0.772366557
0418024C,0,"WHITE, NON-HISPANIC",1,40,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,53.5,62500.5,0,0,0.806131975
0418027C,0,"WHITE, NON-HISPANIC",1,40,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,53.5,62500.5,0,0,2.221602998
0425002C,1,"MORE THAN ONE RACE, NON HISPANIC",1,36,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,33.42,33.42,45000.5,0,0,1.138741929
0425009C,1,"WHITE, NON-HISPANIC",1,41,40,BACHELOR'S DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,38.18,33.42,62500.5,0,0,2.617420168
0425010C,1,"WHITE, NON-HISPANIC",1,40,41,SOME COLLEGE,SOME COLLEGE,38.18,33.42,62500.5,0,0,-0.549014248
0425011C,1,"WHITE, NON-HISPANIC",1,32,30,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,48.69,38.18,62500.5,0,0,0.093352239
0425015C,1,"WHITE, NON-HISPANIC",1,46,47,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,63.43,34.95,87500.5,0,0,-0.116652189
0425016C,1,"WHITE, NON-HISPANIC",1,34,38,SOME COLLEGE,SOME COLLEGE,38.18,39.2,45000.5,0,0,0.139264972
0425024C,1,"WHITE, NON-HISPANIC",1,43,46,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,38.18,77.5,150000.5,0,0,0.636481338
0427006C,0,"WHITE, NON-HISPANIC",1,31,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,33.42,87500.5,0,0,-0.380393045
0427007C,0,"WHITE, NON-HISPANIC",1,41,43,SOME COLLEGE,BACHELOR'S DEGREE,61.56,53.5,87500.5,0,0,-0.154741228
0427009C,0,"WHITE, NON-HISPANIC",1,43,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.2,87500.5,0,0,0.263620535
0427010C,0,"HISPANIC, RACE NOT SPECIFIED",1,33,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,57.83,62500.5,0,0,-0.694987914
0427013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,37,47,VOC/TECH PROGRAM,SOME COLLEGE,38.18,39.18,62500.5,0,0,1.047328237
0429002C,1,"WHITE, NON-HISPANIC",1,41,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,48.69,35.78,45000.5,0,0,1.607134159
0429004C,1,"WHITE, NON-HISPANIC",1,39,39,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,35.63,62500.5,0,0,0.524993693
0429005C,1,"WHITE, NON-HISPANIC",1,46,45,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,63.43,59,200001,0,0,2.212338097
0429006C,1,"WHITE, NON-HISPANIC",2,38,40,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,35.78,35.78,150000.5,0,0,0.400226357
0429008C,1,"WHITE, NON-HISPANIC",1,40,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,87500.5,0,0,0.434403548
0429009C,0,"WHITE, NON-HISPANIC",3,36,38,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,64.89,87500.5,0,0,1.477837315
0429010C,1,"WHITE, NON-HISPANIC",1,37,32,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,38.18,63.43,62500.5,0,0,0.722130203
0429018C,1,"WHITE, NON-HISPANIC",1,41,39,SOME COLLEGE,SOME COLLEGE,34.95,53.5,150000.5,0,0,1.596016277
0429019C,1,"WHITE, NON-HISPANIC",1,45,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,35.92,150000.5,0,0,0.243031866
0429022C,1,"WHITE, NON-HISPANIC",1,40,39,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,63.43,61.56,62500.5,0,0,0.830838378
0429024C,1,"WHITE, NON-HISPANIC",1,36,40,BACHELOR'S DEGREE,SOME COLLEGE,38.18,35.78,150000.5,0,0,0.649966917
0430002C,0,"WHITE, NON-HISPANIC",1,37,38,SOME COLLEGE,SOME COLLEGE,38.18,48.69,87500.5,0,0,1.058446118
0430010C,0,"WHITE, NON-HISPANIC",1,32,35,BACHELOR'S DEGREE,SOME COLLEGE,53.5,53.5,62500.5,0,0,-0.433202982
0430011C,0,"WHITE, NON-HISPANIC",1,39,38,BACHELOR'S DEGREE,SOME COLLEGE,39.18,53.5,87500.5,0,0,0.365843279
0430014C,0,"WHITE, NON-HISPANIC",1,44,45,SOME COLLEGE,SOME COLLEGE,38.18,34.95,62500.5,0,0,-0.278582075
0430016C,0,"WHITE, NON-HISPANIC",1,34,33,SOME COLLEGE,BACHELOR'S DEGREE,38.18,34.95,62500.5,0,0,0.789969869
0430017C,0,"WHITE, NON-HISPANIC",1,43,45,SOME COLLEGE,SOME COLLEGE,72.1,37.67,62500.5,0,0,1.161286522
0430018C,0,"WHITE, NON-HISPANIC",1,45,41,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,34.95,62500.5,0,0,-0.003105678
0430021C,0,"WHITE, NON-HISPANIC",2,32,33,BACHELOR'S DEGREE,SOME COLLEGE,38.18,62.87,87500.5,0,0,1.273185941
0430022C,0,"WHITE, NON-HISPANIC",1,34,37,SOME COLLEGE,BACHELOR'S DEGREE,61.56,33.42,87500.5,0,0,-0.797519488
0431002C,0,"WHITE, NON-HISPANIC",1,43,60,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",63.43,63.43,62500.5,0,0,0.048468939
0431005C,0,"WHITE, NON-HISPANIC",1,41,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,62500.5,0,0,0.946134927
0431007C,0,"WHITE, NON-HISPANIC",1,30,32,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,37500.5,0,0,-1.314398034
0431010C,0,"WHITE, NON-HISPANIC",1,29,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.78,32500.5,0,0,-0.178727028
0431012C,0,"WHITE, NON-HISPANIC",1,45,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,87500.5,0,0,-0.397996357
0431013C,0,"WHITE, NON-HISPANIC",1,34,36,SOME COLLEGE,SOME COLLEGE,63.43,34.95,62500.5,0,0,0.368210976
0431014C,0,"WHITE, NON-HISPANIC",1,47,47,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",33.42,53.5,150000.5,0,0,0.666540796
0431016C,0,"WHITE, NON-HISPANIC",1,33,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,35.78,39.2,37500.5,0,0,1.439645333
0431017C,0,"WHITE, NON-HISPANIC",1,41,42,SOME COLLEGE,BACHELOR'S DEGREE,35.63,35.63,7500.5,1,0,1.096226327
0431018C,0,"WHITE, NON-HISPANIC",1,43,42,9TH - 12TH GRADE,SOME COLLEGE,38.18,39.18,62500.5,0,0,1.313127959
0431025C,0,"WHITE, NON-HISPANIC",1,43,60,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",63.43,63.43,62500.5,0,0,0.607245428
0432001C,0,"WHITE, NON-HISPANIC",1,44,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.63,45000.5,0,0,0.12752943
0432002C,0,"WHITE, NON-HISPANIC",1,34,38,SOME COLLEGE,BACHELOR'S DEGREE,34.95,38.18,27500.5,0,0,1.8378302
0432003C,0,"WHITE, NON-HISPANIC",1,35,33,VOC/TECH PROGRAM,SOME COLLEGE,38.18,34.95,45000.5,0,0,1.421424361
0432004C,0,"HISPANIC, RACE SPECIFIED",1,31,31,VOC/TECH PROGRAM,VOC/TECH PROGRAM,53.5,35.78,27500.5,0,0,0.895280913
0432005C,0,"MORE THAN ONE RACE, NON HISPANIC",1,40,44,SOME COLLEGE,SOME COLLEGE,35.92,53.5,62500.5,0,0,0.566685749
0432011C,0,"WHITE, NON-HISPANIC",1,38,34,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,87500.5,0,0,0.371916936
0432013C,0,"WHITE, NON-HISPANIC",1,37,40,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,53.5,87500.5,0,0,1.130815291
0432014C,0,"WHITE, NON-HISPANIC",1,42,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.78,37500.5,0,0,-0.135593765
0432015C,0,"WHITE, NON-HISPANIC",1,37,46,SOME COLLEGE,SOME COLLEGE,63.43,34.95,45000.5,0,0,0.888177822
0432016C,0,"WHITE, NON-HISPANIC",1,34,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,48.69,39.18,45000.5,0,0,1.396717957
0432018C,0,"WHITE, NON-HISPANIC",1,35,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,45000.5,0,0,0.881074731
0432019C,0,"WHITE, NON-HISPANIC",1,36,37,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,38.18,64.89,62500.5,0,0,2.236632727
0432021C,0,"WHITE, NON-HISPANIC",1,38,40,SOME COLLEGE,SOME COLLEGE,57.83,61.56,62500.5,0,0,-0.96367005
0432022C,0,"WHITE, NON-HISPANIC",1,40,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,35.78,39.18,87500.5,0,0,0.241281829
0433006C,0,"WHITE, NON-HISPANIC",1,27,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,38.18,45000.5,0,0,0.111779098
0433007C,0,"WHITE, NON-HISPANIC",1,38,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,38.18,39.18,87500.5,0,0,-0.608309616
0433008C,0,"WHITE, NON-HISPANIC",1,41,41,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,35.78,48.69,150000.5,0,0,0.468477796
0433009C,0,"WHITE, NON-HISPANIC",2,27,27,SOME COLLEGE,SOME COLLEGE,61.56,48.69,62500.5,0,0,0.672099737
0433012C,0,"WHITE, NON-HISPANIC",1,30,34,SOME COLLEGE,SOME COLLEGE,35.78,39.18,62500.5,0,0,1.799123501
0433017C,0,"WHITE, NON-HISPANIC",1,41,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,35.63,32500.5,0,0,-1.165336067
0434001C,0,"WHITE, NON-HISPANIC",2,35,37,SOME COLLEGE,BACHELOR'S DEGREE,61.56,33.42,150000.5,0,0,1.26639168
0434004C,0,"WHITE, NON-HISPANIC",1,41,50,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,38.18,34.95,62500.5,0,0,0.236546435
0434006C,0,"WHITE, NON-HISPANIC",2,45,39,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,29.6,39.18,45000.5,0,0,0.611363162
0434007C,0,"WHITE, NON-HISPANIC",1,43,52,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,33.42,62500.5,0,0,-1.207645783
0434008C,0,"WHITE, NON-HISPANIC",1,34,38,BACHELOR'S DEGREE,BACHELOR'S DEGREE,34.95,63.43,45000.5,0,0,1.139668419
0434010C,0,"WHITE, NON-HISPANIC",1,37,27,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,33.42,37500.5,0,0,0.187236571
0434020C,0,"WHITE, NON-HISPANIC",1,27,30,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,33.42,32500.5,0,0,-0.131064258
0434021C,0,"WHITE, NON-HISPANIC",1,29,32,VOC/TECH PROGRAM,SOME COLLEGE,35.78,39.18,62500.5,0,0,1.294906987
0435001C,1,ASIAN,1,36,40,SOME COLLEGE,SOME COLLEGE,34.95,48.69,37500.5,0,0,0.595201056
0435004C,1,"WHITE, NON-HISPANIC",1,42,54,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,29.6,62500.5,0,0,-0.031826871
0435005C,1,"WHITE, NON-HISPANIC",1,35,39,SOME COLLEGE,SOME COLLEGE,38.18,29.6,62500.5,0,0,-0.09884299
0435010C,1,"WHITE, NON-HISPANIC",1,38,44,SOME COLLEGE,SOME COLLEGE,34.95,53.5,87500.5,0,0,1.498117154
0435011C,1,"WHITE, NON-HISPANIC",1,35,41,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,38.18,34.95,62500.5,0,0,-0.926919275
0435015C,1,"WHITE, NON-HISPANIC",1,36,38,SOME COLLEGE,SOME COLLEGE,57.83,34.95,87500.5,0,0,1.004812635
0435016C,1,"WHITE, NON-HISPANIC",1,37,37,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,150000.5,0,0,0.656040574
0435019C,1,"WHITE, NON-HISPANIC",1,34,37,SOME COLLEGE,SOME COLLEGE,38.18,53.5,87500.5,0,0,-0.159888395
0435020C,1,"WHITE, NON-HISPANIC",1,46,41,SOME COLLEGE,BACHELOR'S DEGREE,61.56,39.18,62500.5,0,0,-1.434429977
0435021C,1,"WHITE, NON-HISPANIC",1,42,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,57.83,39.18,87500.5,0,0,-1.318206938
0435022C,1,"WHITE, NON-HISPANIC",2,33,35,SOME COLLEGE,SOME COLLEGE,61.56,33.42,37500.5,0,0,-0.361039696
0435023C,1,"WHITE, NON-HISPANIC",1,43,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,64.89,87500.5,0,0,-0.387907909
0435024C,1,"WHITE, NON-HISPANIC",1,40,45,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,53.5,53.5,62500.5,0,0,0.191869022
0436001C,0,"WHITE, NON-HISPANIC",1,39,39,BACHELOR'S DEGREE,SOME COLLEGE,63.43,53.5,87500.5,0,0,1.154904035
0436002C,0,"WHITE, NON-HISPANIC",1,39,43,9TH - 12TH GRADE,9TH - 12TH GRADE,61.56,39.18,45000.5,0,0,-0.045209507
0436003C,0,"WHITE, NON-HISPANIC",1,34,44,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.18,62500.5,0,0,-0.41498201
0436004C,0,"WHITE, NON-HISPANIC",1,36,45,SOME COLLEGE,SOME COLLEGE,53.5,35.78,62500.5,0,0,0.186104195
0436005C,0,"WHITE, NON-HISPANIC",2,41,40,BACHELOR'S DEGREE,SOME COLLEGE,53.5,35.78,62500.5,0,0,-0.076504284
0436007C,0,"WHITE, NON-HISPANIC",2,39,39,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,27500.5,0,0,-0.121799357
0436008C,0,"WHITE, NON-HISPANIC",1,43,57,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,62500.5,0,0,1.008415652
0436011C,0,"WHITE, NON-HISPANIC",1,40,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,"MASTER'S DEGREE (MA, MS)",63.43,39.18,150000.5,0,0,1.687532913
0436013C,0,"WHITE, NON-HISPANIC",1,32,37,BACHELOR'S DEGREE,SOME COLLEGE,63.43,34.95,62500.5,0,0,-0.015150049
